id,actor_id,name,target_id,published,URL,datasource_id
CARB:2022:PLAN,US-CA,2022 SCOPING PLAN FOR ACHIEVING CARBON NEUTRALITY,,"2022-11-16",https://ww2.arb.ca.gov/sites/default/files/2022-11/2022-sp.pdf,CARB:2022:SOURCE
